Gender,State,MaritalStatus,HasChild,Salary,Rate,SingleExemp,MarriedExemp,ChildExemp
F,LA,S,Y,2,10.0,4500,0,1000
M,FL,S,N,21,0.0,0,0,0
M,IN,M,N,20,18.0,0,2000,0
M,UT,S,Y,30,37.0,2475,0,2475
F,WI,M,N,42,31.0,0,1400,0
F,MD,M,N,0,18.0,0,4800,0
M,ME,M,Y,22,45.0,0,5700,2850
F,MT,S,Y,6,36.0,1900,0,1900
F,KS,S,N,8,21.0,2250,0,0
M,OR,M,Y,36,48.0,0,318,159
M,PR,S,N,12,0.0,0,0,0
M,RI,S,Y,18,0.0,0,0,0
F,OK,M,N,43,33.0,0,2000,0
M,FL,M,N,37,0.0,0,0,0
F,NC,M,N,1,32.0,0,6600,0
F,GA,M,N,28,32.0,0,5400,0
F,WI,M,N,4,24.0,0,1400,0
F,LA,S,N,49,32.0,4500,0,0
M,LA,S,Y,4,10.0,4500,0,1000
M,NM,S,Y,10,28.0,3300,0,3300
M,OK,S,Y,0,2.0,1000,0,1000
M,GA,S,N,12,32.0,2700,0,0
F,SD,S,N,46,0.0,0,0,0
M,DC,M,Y,18,48.0,0,2740,1370
F,NE,M,Y,23,36.0,0,206,103
F,AL,S,N,16,26.0,1500,0,0
F,NY,M,N,24,22.0,0,0,0
M,VT,M,Y,36,24.0,0,6600,3300
F,WI,M,Y,32,30.0,0,1400,400
M,WY,S,Y,10,0.0,0,0,0
M,DC,M,Y,46,48.0,0,2740,1370
M,NM,S,Y,23,28.0,3300,0,3300
F,WA,S,N,28,0.0,0,0,0
M,OR,M,N,36,48.0,0,318,0
M,DE,M,Y,18,23.0,0,220,110
M,OK,S,N,14,33.0,1000,0,0
M,PR,M,Y,28,0.0,0,0,0
F,WA,M,N,5,0.0,0,0,0
F,SD,S,N,10,0.0,0,0,0
M,MS,M,N,23,26.0,0,12000,0
F,MN,S,Y,4,28.0,3300,0,3300
M,TN,M,N,21,0.0,0,0,0
F,WI,S,N,11,26.0,700,0,0
F,DC,S,Y,23,48.0,1370,0,1370
M,IN,S,N,37,18.0,1000,0,0
F,MD,M,Y,27,25.0,0,4800,2400
F,AR,M,N,23,37.0,0,40,0
F,AZ,M,Y,43,21.0,0,4200,2300
F,ME,S,Y,38,45.0,2850,0,2850
M,WA,S,Y,28,0.0,0,0,0
F,NM,M,Y,44,28.0,0,6600,3300
M,MN,S,N,16,32.0,3300,0,0
F,RI,S,Y,31,0.0,0,0,0
M,KS,S,N,49,34.0,2250,0,0
M,ME,M,Y,43,45.0,0,5700,2850
F,MS,M,N,34,26.0,0,12000,0
M,NE,S,Y,3,18.0,103,0,103
F,UT,M,N,6,37.0,0,4950,0
F,LA,S,N,31,32.0,4500,0,0
F,OR,S,N,2,37.0,159,0,0
M,MD,S,Y,7,25.0,2400,0,2400
F,SC,S,Y,40,37.0,3300,0,3300
M,NH,S,N,33,0.0,0,0,0
F,DC,M,Y,43,48.0,0,2740,1370
M,UT,M,Y,17,37.0,0,4950,2475
F,KY,S,Y,8,14.0,20,0,20
M,RI,M,Y,39,0.0,0,0,0
F,CO,S,Y,16,24.0,0,0,0
F,CO,M,Y,6,24.0,0,0,0
M,CT,S,Y,41,26.0,12750,0,0
M,RI,M,N,31,0.0,0,0,0
F,PR,S,Y,29,0.0,0,0,0
F,OR,M,Y,10,48.0,0,318,159
M,SC,M,N,32,37.0,0,6600,0
F,OR,M,N,7,48.0,0,318,0
M,KY,S,Y,3,12.0,20,0,20
M,CT,M,Y,44,26.0,0,24500,0
M,MA,S,Y,37,28.0,3575,0,1000
M,TN,S,N,35,0.0,0,0,0
M,CO,S,Y,49,24.0,0,0,0
F,ID,S,N,25,41.0,3300,0,0
M,VT,M,Y,48,26.0,0,6600,3300
M,CO,M,N,7,24.0,0,0,0
M,TX,S,Y,6,0.0,0,0,0
F,MI,M,N,9,20.0,0,6200,0
F,WA,S,N,8,0.0,0,0,0
M,ND,M,N,8,11.0,0,6600,0
F,SC,S,Y,25,37.0,3300,0,3300
F,RI,S,N,42,0.0,0,0,0
M,OH,S,N,42,18.0,1300,0,0
F,TX,M,Y,20,0.0,0,0,0
F,AZ,S,N,32,20.0,2100,0,0
F,WA,M,N,10,0.0,0,0,0
M,LA,M,Y,12,31.0,0,9000,1000
F,NY,M,N,18,22.0,0,0,0
M,VA,M,N,37,30.0,0,1800,0
M,AK,S,N,10,0.0,0,0,0
F,WY,S,Y,39,0.0,0,0,0
M,MO,S,N,30,32.0,2100,0,0
F,WV,M,Y,40,34.0,0,4000,2000
F,NH,M,Y,32,0.0,0,0,0
F,VA,S,N,46,30.0,900,0,0
M,TN,M,N,20,0.0,0,0,0
F,SC,M,N,11,37.0,0,6600,0
F,WY,S,Y,32,0.0,0,0,0
M,NH,S,Y,43,0.0,0,0,0
M,OH,M,N,47,19.0,0,2600,0
M,NC,S,Y,27,37.0,3300,0,3300
F,SC,S,Y,0,13.0,3300,0,3300
F,NC,M,Y,29,37.0,0,6600,3300
F,PA,S,N,6,16.0,0,0,0
F,KY,M,Y,48,32.0,0,40,20
F,IN,S,N,47,18.0,1000,0,0
F,TX,M,N,29,0.0,0,0,0
F,NE,M,Y,10,31.0,0,206,103
M,OR,M,Y,14,48.0,0,318,159
M,SD,S,N,7,0.0,0,0,0
F,MS,S,Y,32,26.0,6000,0,1500
M,WA,S,N,21,0.0,0,0,0
M,TX,S,Y,34,0.0,0,0,0
M,FL,S,N,48,0.0,0,0,0
M,ID,S,Y,21,41.0,3300,0,3300
F,HI,M,N,32,44.0,0,2080,0
M,MD,S,N,13,25.0,2400,0,0
M,NY,M,N,12,22.0,0,0,0
F,ND,S,N,29,13.0,3300,0,0
F,NE,M,Y,7,25.0,0,206,103
F,OR,M,Y,13,48.0,0,318,159
F,MD,M,Y,17,25.0,0,4800,2400
M,MA,M,N,17,28.0,0,7150,0
F,SC,M,N,39,37.0,0,6600,0
M,OR,S,Y,35,48.0,159,0,159
M,HI,M,N,42,44.0,0,2080,0
F,SC,S,Y,31,37.0,3300,0,3300
M,RI,S,N,43,0.0,0,0,0
M,NE,M,N,27,36.0,0,206,0
M,AR,S,N,27,37.0,20,0,0
M,SC,S,Y,47,37.0,3300,0,3300
M,CT,M,N,35,26.0,0,24500,0
M,MO,M,Y,24,32.0,0,4200,1200
F,NV,M,Y,27,0.0,0,0,0
F,NY,S,N,16,22.0,0,0,0
F,AL,M,N,10,26.0,0,3000,0
F,MI,S,N,19,20.0,3100,0,0
F,WA,M,N,9,0.0,0,0,0
M,TN,S,Y,36,0.0,0,0,0
M,CO,M,N,9,24.0,0,0,0
F,NY,M,Y,37,23.0,0,0,1000
M,NH,M,N,34,0.0,0,0,0
F,OK,M,N,47,33.0,0,2000,0
F,AL,M,N,13,26.0,0,3000,0
M,ND,M,N,19,11.0,0,6600,0
F,MT,M,Y,24,37.0,0,3800,1900
F,FL,M,Y,43,0.0,0,0,0
F,SC,S,Y,24,37.0,3300,0,3300
M,CA,S,N,30,49.0,87,0,0
F,MI,S,Y,37,20.0,3100,0,3100
F,TN,S,Y,14,0.0,0,0,0
M,OK,S,Y,6,33.0,1000,0,1000
F,DC,S,N,1,24.0,1370,0,0
F,CA,M,N,35,49.0,0,174,0
F,RI,S,N,45,0.0,0,0,0
M,NM,M,N,23,28.0,0,6600,0
M,VT,S,Y,15,19.0,3300,0,3300
F,MS,S,N,30,26.0,6000,0,0
F,MS,M,N,0,16.0,0,12000,0
M,IA,M,N,16,28.0,0,80,0
M,OR,M,N,20,48.0,0,318,0
M,NE,M,Y,0,13.0,0,206,103
F,DE,M,Y,29,31.0,0,220,110
M,NE,M,N,15,36.0,0,206,0
M,IL,S,N,22,16.0,2000,0,0
F,CT,M,Y,21,26.0,0,24500,0
M,MA,M,N,9,28.0,0,7150,0
F,ND,S,N,11,11.0,3300,0,0
M,AZ,M,Y,39,21.0,0,4200,2300
F,ND,S,N,42,14.0,3300,0,0
F,UT,S,Y,26,37.0,2475,0,2475
F,HI,M,Y,45,44.0,0,2080,1040
M,TN,S,N,38,0.0,0,0,0
M,TX,M,Y,2,0.0,0,0,0
M,WV,M,Y,38,34.0,0,4000,2000
M,MT,S,N,45,37.0,1900,0,0
F,NV,M,Y,43,0.0,0,0,0
F,SC,M,Y,6,37.0,0,6600,3300
M,NH,M,N,0,0.0,0,0,0
F,DE,M,Y,27,30.0,0,220,110
F,PA,S,N,41,16.0,0,0,0
M,MI,M,Y,8,20.0,0,6200,3100
F,GA,S,Y,24,32.0,2700,0,3000
F,MD,S,Y,49,25.0,2400,0,2400
M,NJ,S,N,1,7.0,1000,0,0
F,MD,S,N,48,25.0,2400,0,0
F,NE,M,N,8,28.0,0,206,0
M,FL,M,Y,9,0.0,0,0,0
F,VT,S,N,27,22.0,3300,0,0
F,TX,S,N,30,0.0,0,0,0
M,MO,M,Y,30,32.0,0,4200,1200
M,WA,S,N,23,0.0,0,0,0
M,MA,M,N,16,28.0,0,7150,0
F,KY,S,Y,6,13.0,20,0,20
M,MO,S,Y,32,32.0,2100,0,1200
M,TN,S,N,6,0.0,0,0,0
F,AL,S,N,22,26.0,1500,0,0
F,KY,S,N,32,29.0,20,0,0
F,TX,S,Y,20,0.0,0,0,0
F,AR,M,Y,6,17.0,0,40,20
M,RI,M,N,4,0.0,0,0,0
F,IL,S,N,43,16.0,2000,0,0
F,NE,M,N,0,13.0,0,206,0
M,IN,M,Y,8,18.0,0,2000,1000
F,WY,S,Y,10,0.0,0,0,0
F,HI,S,N,38,44.0,1040,0,0
M,NM,S,N,41,28.0,3300,0,0
M,GA,S,N,3,32.0,2700,0,0
M,OR,M,Y,31,48.0,0,318,159
M,MI,S,Y,48,20.0,3100,0,3100
M,MO,M,N,11,32.0,0,4200,0
F,SD,S,Y,41,0.0,0,0,0
F,LA,S,N,30,32.0,4500,0,0
M,ME,M,Y,19,45.0,0,5700,2850
F,NC,S,Y,19,35.0,3300,0,3300
F,MA,S,Y,43,28.0,3575,0,1000
F,NJ,M,N,32,11.0,0,2000,0
M,OH,S,N,5,4.0,1300,0,0
M,IN,S,Y,8,18.0,1000,0,1000
M,VT,M,Y,4,19.0,0,6600,3300
M,MN,S,N,43,42.0,3300,0,0
M,IN,M,N,6,18.0,0,2000,0
F,ND,M,N,40,14.0,0,6600,0
F,MT,M,Y,44,37.0,0,3800,1900
M,VT,M,N,5,19.0,0,6600,0
M,IN,S,Y,22,18.0,1000,0,1000
M,MN,M,N,42,42.0,0,6600,0
M,PA,M,N,29,16.0,0,0,0
M,VA,M,Y,34,30.0,0,1800,900
M,GA,S,N,45,32.0,2700,0,0
F,CT,M,N,44,26.0,0,24500,0
F,WY,M,Y,36,0.0,0,0,0
F,ND,M,Y,17,11.0,0,6600,3300
M,CO,S,Y,11,24.0,0,0,0
M,DC,M,Y,3,24.0,0,2740,1370
F,ND,M,Y,23,12.0,0,6600,3300
M,DE,M,N,16,22.0,0,220,0
F,LA,M,N,33,32.0,0,9000,0
F,AL,S,N,27,26.0,1500,0,0
M,RI,S,N,31,0.0,0,0,0
F,NJ,M,Y,30,10.0,0,2000,1500
M,RI,S,N,29,0.0,0,0,0
M,OK,S,N,2,18.0,1000,0,0
M,TX,M,Y,48,0.0,0,0,0
M,IL,M,N,25,16.0,0,4000,0
F,GA,S,N,17,32.0,2700,0,0
M,NM,M,Y,26,28.0,0,6600,3300
F,ID,S,N,17,41.0,3300,0,0
M,WI,S,Y,0,24.0,700,0,400
F,CO,S,Y,38,24.0,0,0,0
M,TX,M,N,34,0.0,0,0,0
M,OR,M,N,37,48.0,0,318,0
F,UT,S,N,5,37.0,2475,0,0
M,TX,M,N,4,0.0,0,0,0
M,NC,S,Y,7,32.0,3300,0,3300
F,VA,M,Y,30,30.0,0,1800,900
M,NV,M,N,8,0.0,0,0,0
M,NC,S,Y,33,38.0,3300,0,3300
M,SC,S,N,30,37.0,3300,0,0
M,ME,M,Y,31,45.0,0,5700,2850
F,ND,S,N,21,12.0,3300,0,0
F,NH,S,N,22,0.0,0,0,0
F,MA,S,Y,8,28.0,3575,0,1000
F,NM,S,Y,49,28.0,3300,0,3300
F,WY,M,Y,38,0.0,0,0,0
M,MN,S,Y,14,31.0,3300,0,3300
F,OR,M,Y,6,48.0,0,318,159
F,WA,S,N,20,0.0,0,0,0
M,AK,M,Y,47,0.0,0,0,0
F,SC,S,N,37,37.0,3300,0,0
M,AL,S,N,21,26.0,1500,0,0
M,MD,M,N,6,25.0,0,4800,0
M,KY,S,Y,35,31.0,20,0,20
F,NC,M,Y,39,39.0,0,6600,3300
F,RI,M,Y,16,0.0,0,0,0
F,MA,M,N,38,28.0,0,7150,0
M,SC,M,N,44,37.0,0,6600,0
F,NV,S,N,16,0.0,0,0,0
M,NC,S,Y,8,32.0,3300,0,3300
F,MT,S,Y,8,37.0,1900,0,1900
F,FL,M,N,41,0.0,0,0,0
M,IA,S,Y,3,7.0,40,0,40
F,DC,M,Y,39,48.0,0,2740,1370
M,PA,M,N,14,16.0,0,0,0
F,NC,M,N,28,37.0,0,6600,0
M,OH,M,Y,32,14.0,0,2600,1300
M,NM,S,N,1,9.0,3300,0,0
F,IN,S,N,15,18.0,1000,0,0
M,MS,M,Y,11,26.0,0,12000,1500
F,IA,S,N,33,48.0,40,0,0
F,MT,M,N,46,37.0,0,3800,0
M,ND,M,Y,34,13.0,0,6600,3300
M,NE,M,Y,44,36.0,0,206,103
F,NM,M,N,36,28.0,0,6600,0
M,HI,M,Y,12,30.0,0,2080,1040
F,MN,M,N,44,42.0,0,6600,0
F,MA,S,Y,17,28.0,3575,0,1000
M,AL,S,N,30,26.0,1500,0,0
M,IL,M,Y,46,16.0,0,4000,2000
M,ME,S,N,8,41.0,2850,0,0
F,MT,S,N,34,37.0,1900,0,0
M,PA,M,Y,15,16.0,0,0,0
M,AZ,S,Y,28,19.0,2100,0,2300
M,MS,S,N,11,26.0,6000,0,0
F,MN,M,N,1,28.0,0,6600,0
M,DE,M,N,1,11.0,0,220,0
M,WA,S,N,5,0.0,0,0,0
M,FL,S,Y,46,0.0,0,0,0
F,OH,M,Y,40,17.0,0,2600,1300
F,NM,M,N,8,28.0,0,6600,0
M,UT,S,N,6,37.0,2475,0,0
M,ME,S,Y,11,45.0,2850,0,2850
F,ND,M,N,38,14.0,0,6600,0
M,ND,S,N,13,11.0,3300,0,0
F,NY,S,Y,49,24.0,0,0,1000
F,WA,M,Y,40,0.0,0,0,0
M,PR,S,Y,45,0.0,0,0,0
F,AL,S,N,11,26.0,1500,0,0
M,AR,S,N,1,6.0,20,0,0
F,PR,M,N,29,0.0,0,0,0
F,MS,S,Y,0,16.0,6000,0,1500
M,NY,M,N,1,21.0,0,0,0
F,MO,M,N,17,32.0,0,4200,0
M,PA,M,N,5,16.0,0,0,0
F,OH,M,N,40,17.0,0,2600,0
F,OR,M,N,15,48.0,0,318,0
M,MN,S,Y,10,28.0,3300,0,3300
M,SC,S,Y,8,37.0,3300,0,3300
F,CT,M,N,31,26.0,0,24500,0
M,MS,M,N,29,26.0,0,12000,0
M,MO,M,N,10,32.0,0,4200,0
M,MS,M,Y,15,26.0,0,12000,1500
F,DE,M,Y,0,11.0,0,220,110
M,CO,M,N,3,24.0,0,0,0
M,LA,M,Y,4,10.0,0,9000,1000
F,OK,S,N,35,33.0,1000,0,0
F,WA,M,N,13,0.0,0,0,0
M,AZ,S,Y,49,22.0,2100,0,2300
M,MO,S,Y,30,32.0,2100,0,1200
F,ME,S,N,7,37.0,2850,0,0
F,NC,S,N,47,41.0,3300,0,0
F,ND,M,N,44,14.0,0,6600,0
M,KS,M,Y,29,34.0,0,4500,2250
M,MD,M,Y,11,25.0,0,4800,2400
F,CT,S,N,3,16.0,12750,0,0
F,MO,M,Y,10,32.0,0,4200,1200
F,WA,M,Y,2,0.0,0,0,0
F,CA,M,N,5,10.0,0,174,0
M,NJ,M,Y,48,14.0,0,2000,1500
M,VA,S,N,33,30.0,900,0,0
M,PR,M,Y,40,0.0,0,0,0
F,FL,S,N,33,0.0,0,0,0
F,NE,S,N,12,34.0,103,0,0
M,SC,M,N,7,37.0,0,6600,0
F,DC,M,Y,14,48.0,0,2740,1370
F,ME,S,N,26,45.0,2850,0,0
M,IA,M,N,38,48.0,0,80,0
M,SC,S,N,48,37.0,3300,0,0
F,MN,M,Y,4,28.0,0,6600,3300
M,LA,M,Y,38,32.0,0,9000,1000
F,NJ,S,Y,33,11.0,1000,0,1500
M,KS,M,N,42,34.0,0,4500,0
M,DE,S,Y,33,31.0,110,0,110
F,MI,S,N,15,20.0,3100,0,0
F,WV,M,N,37,34.0,0,4000,0
M,NY,M,N,29,23.0,0,0,0
M,PR,S,N,45,0.0,0,0,0
F,CT,S,N,27,26.0,12750,0,0
M,CO,M,N,41,24.0,0,0,0
M,AL,M,Y,1,26.0,0,3000,300
F,MS,S,Y,3,22.0,6000,0,1500
M,CO,M,N,7,24.0,0,0,0
F,TX,M,Y,22,0.0,0,0,0
F,KY,M,Y,18,20.0,0,40,20
F,MI,M,Y,1,20.0,0,6200,3100
M,ME,M,N,42,45.0,0,5700,0
M,SD,M,N,48,0.0,0,0,0
M,DE,S,Y,12,19.0,110,0,110
F,IA,S,N,34,48.0,40,0,0
M,WA,S,N,33,0.0,0,0,0
M,ID,S,Y,12,41.0,3300,0,3300
M,MS,S,Y,38,26.0,6000,0,1500
F,NV,M,Y,8,0.0,0,0,0
M,VT,S,N,8,19.0,3300,0,0
F,OK,M,Y,1,7.0,0,2000,1000
F,ME,M,N,2,11.0,0,5700,0
F,VA,M,Y,40,30.0,0,1800,900
M,NC,S,N,39,39.0,3300,0,0
F,UT,S,N,48,37.0,2475,0,0
M,NV,M,Y,49,0.0,0,0,0
F,DE,S,N,0,11.0,110,0,0
M,WA,S,Y,36,0.0,0,0,0
F,MO,S,N,45,32.0,2100,0,0
F,MD,S,N,40,25.0,2400,0,0
F,AK,M,Y,28,0.0,0,0,0
M,SC,S,N,34,37.0,3300,0,0
F,WV,M,Y,9,19.0,0,4000,2000
F,MA,S,N,2,28.0,3575,0,0
F,MD,M,N,38,25.0,0,4800,0
F,MS,M,N,16,26.0,0,12000,0
F,PR,M,Y,40,0.0,0,0,0
M,NY,M,Y,34,23.0,0,0,1000
M,WV,S,Y,33,34.0,2000,0,2000
F,AL,M,N,20,26.0,0,3000,0
M,OH,M,N,26,12.0,0,2600,0
F,AL,M,N,30,26.0,0,3000,0
M,DC,M,Y,42,48.0,0,2740,1370
F,FL,S,N,44,0.0,0,0,0
F,NM,S,N,19,28.0,3300,0,0
F,CT,S,Y,49,26.0,12750,0,0
F,NH,S,Y,13,0.0,0,0,0
M,MS,S,Y,2,16.0,6000,0,1500
M,WV,S,N,8,18.0,2000,0,0
M,MD,M,N,44,25.0,0,4800,0
F,MS,S,N,27,26.0,6000,0,0
F,AZ,S,N,22,18.0,2100,0,0
M,VT,M,N,18,20.0,0,6600,0
M,OK,S,N,9,33.0,1000,0,0
M,GA,M,Y,13,32.0,0,5400,3000
F,ID,M,Y,0,9.0,0,6600,3300
F,UT,S,Y,41,37.0,2475,0,2475
M,MI,M,N,42,20.0,0,6200,0
F,IN,S,Y,18,18.0,1000,0,1000
M,MO,M,N,11,32.0,0,4200,0
M,GA,S,Y,20,32.0,2700,0,3000
F,OH,S,Y,20,10.0,1300,0,1300
F,WV,S,N,41,34.0,2000,0,0
F,DE,M,N,0,11.0,0,220,0
F,TX,M,Y,0,0.0,0,0,0
F,NM,S,Y,38,28.0,3300,0,3300
F,SC,M,N,22,37.0,0,6600,0
F,PR,M,Y,22,0.0,0,0,0
F,IA,M,Y,22,39.0,0,80,40
M,IN,S,N,19,18.0,1000,0,0
F,VT,S,Y,45,25.0,3300,0,3300
M,WI,S,Y,18,27.0,700,0,400
F,WA,M,Y,27,0.0,0,0,0
F,ND,M,Y,22,12.0,0,6600,3300
F,NJ,M,N,46,13.0,0,2000,0
M,MT,S,N,27,37.0,1900,0,0
M,AK,S,Y,48,0.0,0,0,0
M,SC,S,N,31,37.0,3300,0,0
M,ID,S,Y,2,15.0,3300,0,3300
M,TN,M,Y,39,0.0,0,0,0
F,SC,M,Y,24,37.0,0,6600,3300
F,TN,S,N,19,0.0,0,0,0
F,OR,S,Y,25,48.0,159,0,159
M,DE,M,Y,35,31.0,0,220,110
F,NY,M,Y,39,23.0,0,0,1000
F,VT,S,Y,3,19.0,3300,0,3300
F,CO,S,Y,41,24.0,0,0,0
M,MI,M,N,32,20.0,0,6200,0
F,RI,S,Y,44,0.0,0,0,0
F,TX,S,N,45,0.0,0,0,0
F,FL,S,N,40,0.0,0,0,0
F,KY,S,N,30,28.0,20,0,0
M,PR,S,Y,27,0.0,0,0,0
F,MN,M,Y,38,42.0,0,6600,3300
M,MS,M,N,36,26.0,0,12000,0
F,ID,S,Y,36,41.0,3300,0,3300
M,MA,S,Y,17,28.0,3575,0,1000
M,SD,M,Y,12,0.0,0,0,0
F,IA,S,N,11,20.0,40,0,0
M,FL,M,N,45,0.0,0,0,0
M,MI,S,Y,4,20.0,3100,0,3100
M,WA,M,N,38,0.0,0,0,0
F,TN,S,N,47,0.0,0,0,0
M,WY,M,N,26,0.0,0,0,0
F,MA,M,Y,12,28.0,0,7150,1000
F,NC,M,Y,9,32.0,0,6600,3300
F,NH,S,N,42,0.0,0,0,0
M,NH,S,Y,20,0.0,0,0,0
F,MI,M,Y,48,20.0,0,6200,3100
M,ND,S,N,15,11.0,3300,0,0
F,OH,S,Y,36,16.0,1300,0,1300
F,MD,M,N,12,25.0,0,4800,0
M,ID,S,N,29,41.0,3300,0,0
M,DC,S,Y,35,48.0,1370,0,1370
F,IA,M,Y,14,25.0,0,80,40
F,NV,M,N,3,0.0,0,0,0
F,LA,S,Y,30,32.0,4500,0,1000
F,ME,S,N,44,45.0,2850,0,0
F,ME,S,N,23,45.0,2850,0,0
M,IA,S,N,40,48.0,40,0,0
F,NJ,M,Y,7,7.0,0,2000,1500
F,AZ,M,N,4,15.0,0,4200,0
M,WY,M,N,17,0.0,0,0,0
F,WY,S,N,43,0.0,0,0,0
F,MI,S,N,10,20.0,3100,0,0
F,LA,S,N,41,32.0,4500,0,0
M,CO,S,N,36,24.0,0,0,0
M,TN,M,Y,23,0.0,0,0,0
M,OH,S,Y,7,5.0,1300,0,1300
M,NH,S,Y,7,0.0,0,0,0
F,DE,S,Y,27,29.0,110,0,110
F,ND,M,N,12,11.0,0,6600,0
F,PR,M,Y,27,0.0,0,0,0
F,GA,S,Y,36,32.0,2700,0,3000
M,IN,S,Y,20,18.0,1000,0,1000
F,WI,M,N,27,29.0,0,1400,0
F,VT,S,Y,29,22.0,3300,0,3300
M,ND,S,N,14,11.0,3300,0,0
F,DC,M,Y,1,24.0,0,2740,1370
M,VA,S,Y,10,30.0,900,0,900
F,MA,M,N,3,28.0,0,7150,0
M,ND,S,N,14,11.0,3300,0,0
F,HI,S,Y,27,44.0,1040,0,1040
F,NC,S,Y,22,35.0,3300,0,3300
M,ME,M,N,26,45.0,0,5700,0
M,UT,M,Y,36,37.0,0,4950,2475
F,IL,M,N,43,16.0,0,4000,0
F,FL,S,Y,29,0.0,0,0,0
M,NC,S,Y,43,40.0,3300,0,3300
M,ME,M,Y,21,45.0,0,5700,2850
M,OK,S,Y,5,33.0,1000,0,1000
M,CO,S,Y,36,24.0,0,0,0
M,FL,M,N,37,0.0,0,0,0
M,NJ,S,Y,24,10.0,1000,0,1500
F,OR,M,N,24,48.0,0,318,0
F,WV,S,N,16,24.0,2000,0,0
M,MA,M,Y,22,28.0,0,7150,1000
M,AK,M,Y,22,0.0,0,0,0
M,PA,S,N,32,16.0,0,0,0
M,NY,S,Y,21,22.0,0,0,1000
F,NV,M,N,35,0.0,0,0,0
M,ID,M,N,40,41.0,0,6600,0
F,NJ,S,Y,1,7.0,1000,0,1500
M,UT,M,Y,33,37.0,0,4950,2475
M,AZ,S,N,21,18.0,2100,0,0
F,PA,M,N,41,16.0,0,0,0
M,LA,S,Y,45,32.0,4500,0,1000
M,AZ,M,N,24,18.0,0,4200,0
F,MT,M,Y,39,37.0,0,3800,1900
M,DE,S,Y,20,25.0,110,0,110
M,IA,M,N,32,48.0,0,80,0
M,WI,M,Y,38,31.0,0,1400,400
F,RI,M,N,7,0.0,0,0,0
M,AR,M,N,5,15.0,0,40,0
M,MO,M,N,35,32.0,0,4200,0
F,ID,M,N,22,41.0,0,6600,0
M,AR,M,N,29,37.0,0,40,0
F,MO,M,N,39,32.0,0,4200,0
F,MS,M,N,29,26.0,0,12000,0
F,NJ,S,Y,39,12.0,1000,0,1500
M,KY,M,Y,22,23.0,0,40,20
F,ND,M,N,49,15.0,0,6600,0
F,AR,M,N,5,14.0,0,40,0
M,VA,M,N,7,28.0,0,1800,0
F,UT,S,N,12,37.0,2475,0,0
M,LA,M,Y,19,32.0,0,9000,1000
M,IN,M,N,40,18.0,0,2000,0
M,IL,S,N,21,16.0,2000,0,0
M,WV,M,Y,30,34.0,0,4000,2000
M,MO,M,N,32,32.0,0,4200,0
M,WI,S,N,39,31.0,700,0,0
M,OH,M,N,15,8.0,0,2600,0
M,CT,S,N,16,26.0,12750,0,0
F,AR,S,Y,23,37.0,20,0,20
F,NM,M,Y,8,28.0,0,6600,3300
M,ME,S,Y,18,45.0,2850,0,2850
F,VT,M,Y,2,19.0,0,6600,3300
M,VA,M,Y,31,30.0,0,1800,900
M,OR,S,N,2,45.0,159,0,0
F,NJ,M,N,0,7.0,0,2000,0
F,LA,S,Y,16,32.0,4500,0,1000
F,IA,S,N,6,11.0,40,0,0
M,OK,M,Y,49,33.0,0,2000,1000
M,WA,S,Y,25,0.0,0,0,0
F,OH,S,Y,2,4.0,1300,0,1300
F,SD,M,N,38,0.0,0,0,0
M,NH,M,Y,38,0.0,0,0,0
M,WV,M,N,17,25.0,0,4000,0
F,TN,M,Y,1,0.0,0,0,0
F,KY,M,Y,12,17.0,0,40,20
M,VT,M,N,44,25.0,0,6600,0
F,SD,M,Y,8,0.0,0,0,0
F,SD,S,N,34,0.0,0,0,0
M,MO,S,N,0,11.0,2100,0,0
F,GA,S,Y,38,32.0,2700,0,3000
M,PA,S,N,17,16.0,0,0,0
F,WV,S,N,49,34.0,2000,0,0
F,WA,M,N,39,0.0,0,0,0
F,WI,S,Y,32,29.0,700,0,400
F,VA,S,N,26,30.0,900,0,0
M,CA,S,N,7,17.0,87,0,0
M,VT,M,N,33,23.0,0,6600,0
F,VA,S,N,25,30.0,900,0,0
M,MN,M,N,38,42.0,0,6600,0
M,CT,M,N,18,26.0,0,24500,0
M,KS,M,N,38,34.0,0,4500,0
M,NM,S,Y,41,28.0,3300,0,3300
F,MD,M,Y,38,25.0,0,4800,2400
M,IN,S,Y,26,18.0,1000,0,1000
M,LA,M,N,0,10.0,0,9000,0
M,WI,S,Y,13,26.0,700,0,400
M,VT,S,Y,22,21.0,3300,0,3300
M,CA,S,Y,36,49.0,87,0,272
M,MO,S,N,3,26.0,2100,0,0
F,NY,S,Y,42,23.0,0,0,1000
M,CA,M,N,31,49.0,0,174,0
M,IN,S,N,10,18.0,1000,0,0
M,CO,M,Y,11,24.0,0,0,0
F,MA,M,N,11,28.0,0,7150,0
M,DC,S,Y,23,48.0,1370,0,1370
F,AR,M,Y,31,37.0,0,40,20
F,IA,S,Y,0,2.0,40,0,40
M,SC,M,Y,19,37.0,0,6600,3300
F,VA,M,N,28,30.0,0,1800,0
M,MN,S,Y,34,42.0,3300,0,3300
M,WV,S,Y,38,34.0,2000,0,2000
M,PR,S,Y,11,0.0,0,0,0
F,OK,S,Y,7,33.0,1000,0,1000
F,GA,M,Y,48,32.0,0,5400,3000
M,RI,S,Y,10,0.0,0,0,0
M,NH,S,Y,16,0.0,0,0,0
